,id_news,country,media_outlet,url,title,text,date,search,Lago_Ranco,Los_Lagos,Futrono,Río_Bueno,La_Unión,Panguipulli,Paillaco,Corral,Máfil,Lanco,Mariquina,Valdivia,prediction,score,keywords_found
2188,47683322.0,chile,diariodevaldivia,https://www.diariodevaldivia.cl/noticia/emergencias/2022/08/colision-multiple-genero-congestion-en-la-cuesta-cero-entre-valdivia-y-paillaco,Colisión múltiple generó congestión en la Cuesta Cero entre Valdivia y Paillaco - Diario de Valdivia,"Una colisión múltiple, que habría involucrado al menos a tres vehículos se registró en el sector de la Cuesta Cero, en la ruta que une Valdivia y Paillaco. El capitán Gonzalo del Valle, de la Prefectura de Valdivia, precisó que el accidente se desarrolló en el cruce Los Guindos. “No hay victimas ni personas lesionadas, solo daños en una camioneta y dos vehiculos menores. Por lo que verificamos, en el sector más alto de la cuesta, la calzada se mantiene bastante resbaladiza”, dijo. Y precisó que el llamado es a mantener una conducción defensiva. “A una velocidad razonable, porque se pueden producir accidentes de tránsito debido a lo resbaladizo que se encuentra este sector”. Voluntarios de la Primera, Quinta y Sexta Compañía de Bomberos de Valdivia trabajaron en el lugar, junto a equipos de emergencia. El tránsito se mantuvo interrumpido por una vía, no obstante se reestableció posteriormente. ",2022-08-09,accidente,0,0,0,0,0,0,1,0,0,0,0,1,NEG,0.994138479232788,"['accidente', 'colisión', 'vehículo', 'colisión múltiple']"
2413,49758257.0,chile,diariolaguino,https://www.diariolaguino.cl/noticia/actualidad/2022/12/accidente-automovilistico-en-ingreso-a-los-lagos,Accidente automovilístico en ingreso a Los Lagos - Diario Laguino,"Cerca de las 19 horas de este viernes se registró un accidente vehicular en el sector de Cuesta Nevada, en la comuna de Los Lagos. Según los primeros antecedentes recabados por Diario de Valdivia, el hecho se habría producido porque la conductora presumiblemente habría perdido el control del móvil en una maniobra de retroceso en una pendiente. La maniobra habría derivado en que el vehículo terminara incrustado en la ladera del cerro e  impactado con un árbol. En el automóvil  se transportaban además de la conductora, una menor y una persona de la tercera edad, las cuales se encuentran estables sin lesiones aparentes. Al lugar concurrieron bomberos para maniobras de rescate en tanto que Carabineros aún se mantiene en el lugar controlando el tránsito.",2022-12-16,accidente,0,1,0,0,0,0,0,0,0,0,0,1,NEG,0.7737683057785034,"['accidente', 'conductor', 'automóvil', 'vehículo']"
2191,47730610.0,chile,diariopaillaco,https://www.diariopaillaco.cl/noticia/emergencias/2022/08/colision-multiple-genero-congestion-en-la-cuesta-cero-entre-valdivia-y-paillaco,Colisión múltiple generó congestión en la Cuesta Cero entre Valdivia y Paillaco - Diario Paillaco,"Una colisión múltiple, que habría involucrado al menos a tres vehículos se registró en el sector de la Cuesta Cero, en la ruta que une Valdivia y Paillaco. El capitán Gonzalo del Valle, de la Prefectura de Valdivia, precisó que el accidente se desarrolló en el cruce Los Guindos. “No hay victimas ni personas lesionadas, solo daños en una camioneta y dos vehiculos menores. Por lo que verificamos, en el sector más alto de la cuesta, la calzada se mantiene bastante resbaladiza”, dijo. Y precisó que el llamado es a mantener una conducción defensiva. “A una velocidad razonable, porque se pueden producir accidentes de tránsito debido a lo resbaladizo que se encuentra este sector”. Voluntarios de la Primera, Quinta y Sexta Compañía de Bomberos de Valdivia trabajaron en el lugar, junto a equipos de emergencia. El tránsito se mantuvo interrumpido por una vía, no obstante se reestableció posteriormente. ",2022-08-09,accidente,0,0,0,0,0,0,1,0,0,0,0,1,NEG,0.9931647181510924,"['accidente', 'colisión', 'vehículo', 'colisión múltiple']"
437,47735829.0,chile,diariosanjose,https://www.diariosanjose.cl/noticia/actualidad/2020/02/joven-de-16-anos-fallecio-en-accidente-carretero-en-ruta-5,Joven de 16 años falleció en accidente carretero en Ruta 5 - Diario San José,"La SIAT de Carabineros Valdivia se trasladó esta mañana a la comuna de Mariquina, para investigar el volcamiento de un automóvil que dejó como resultado el fallecimiento de una menor de 16 años. El accidente ocurrió a las 07:10 horas de este lunes 10 de febrero en el kilómetro 787 de la Ruta 5 Sur, sector Rucaco, cuando el vehículo Kia Rio, patente KVGT-41, circulaba de norte a sur. Los otros dos ocupantes del automóvil resultaron con lesiones de carácter reservado y el conductor con lesiones leves, quedando detenido a la espera de las instrucciones de la Fiscalía. Carabineros de la subcomisaría de San José de la Mariquina se constituyeron en el lugar del volcamiento, adoptando las primeras diligencias en el sitio del suceso antes de la llegada de la Unidad Especializada.",2020-02-10,accidente,0,0,0,0,0,0,0,0,0,0,1,1,NEU,0.6418842673301697,"['accidente', 'conductor', 'automóvil', 'vehículo']"
439,47708283.0,chile,noticiaslosrios,https://www.noticiaslosrios.cl/2020/02/10/paillaco-2-fallecidos-en-accidente-de-transito/,Paillaco: Dos fallecidos deja accidente de tránsito en Santa Rosa,"Dos mujeres fallecidas y dos personas lesionadas dejó el volcamiento de una camioneta ocurrido a las 23:30 horas de ayer en el Km 9.5 de la Ruta T-695, que una la localidad de Santa Rosa con Paillaco. Según los primeros antecedentes recogidos Carabineros de la Subcomisaría de esa comuna que se constituyeron en el lugar, el vehículo patente  BGSH-87 habría traspasado el eje central de la calzada, cayendo a una zanja de 2 metros de profundidad aproximadamente. Las mujeres fallecidas, una madre y su hija,  fueron identificadas con las iniciales C.E.H.V. (48) y C.A.Z.H.(13), ambas domiciliadas en las inmediaciones del lugar del accidente Los lesionados y el conductor fueron trasladados al Hospital Regional de  Valdivia,  donde ingresaron  sin riesgo vital. La SIAT de Carabineros se trasladó al lugar para investigar  las  circunstancias  del  volcamiento.",2020-02-10,accidente,0,0,0,0,0,0,1,0,0,0,0,1,NEU,0.559804379940033,"['accidente', 'conductor', 'vehículo', 'lesionados']"
978,47378290.0,chile,rioenlinea,https://www.rioenlinea.cl/ambulancia-quedo-destruida-tras-choque-con-camion-en-ruta-paillaco-la-union-hay-seis-lesionados/,Ambulancia quedó destruida tras choque con camión en ruta Paillaco – La Unión: Hay seis lesionados,"Un choque de alta energía entre una ambulancia y un camión volcado dejó seis personas lesionadas en la Ruta 5 que une Paillaco con La Unión. Fue a la altura de la Ruta 5, en el sector Tronlico – Choroico, en dónde ocurrió un accidente que dejó seis lesionados tras el choque de una ambulancia con un camión. Al lugar, concurrieron unidades de emergencia de Paillaco, Río Bueno y La Unión, quienes realizaron obras de rescate. Además, se hicieron maniobras de extricación, control de derrames, soporte vital e inmovilización de pacientes. Las personas fueron trasladados por SAMU a La Unión, Valdivia y Paillaco. Un paramedico y un enfermero quedaron con lesiones de carácter reservado, mientras que una de las acompañantes está con lesiones graves. La Sección Investigadora de Accidentes de Tránsito (SIAT) de Carabineros, investiga el accidente. La Ruta 5 se mantiene cerrada por trabajos de despeje, peritajes y retiro de vehículos. Su habilitación será a las 16:00 horas.  ",2021-04-25,accidente,0,0,0,1,1,0,1,0,0,0,0,1,NEG,0.6979967355728149,"['accidente', 'choque', 'vehículo', 'lesionados']"
445,47708917.0,chile,diariolaguino,https://www.diariolaguino.cl/noticia/actualidad/2020/02/vehiculo-choco-contra-un-movil-estacionado-en-calle-ohiggins-de-futrono,Vehículo chocó contra un móvil estacionado en calle O´Higgins de Futrono - Diario Laguino,"A las 16:00 horas de la tarde del domingo 23 de febrero, se activó la alarma de emergencia por un accidente vehicular ocurrido en calle O´Higgins, frente al N°156. El hecho sucedió cuando un automóvil marca Chevrolet Spark, placa patente GDFK-42, se desplazaba por calle O´Higgins en dirección hacia 4 esquinas, y sobrepasó el eje de la calzada impactando de lleno a un vehículo que se encontraba estacionado. El vehículo afectado es un Kia Sorento, placa patente XR-9589, que se encontraba por una familia de 5 personas; 4 adultos y una menor de 3 años, provenientes de Santiago, quienes salieron del vehículo por sus propios medios. Al lugar llegó personal de la primera Compañía de Bomberos y ambulancia del Cesfam, quienes rescataron al conductor y único ocupante del automovil Chévrolet, el que fue trasladado hasta el centro asistencial de Futrono con lesiones de carácter reservado, así también una mujer adulta que ocupaba el móvil marca Kia, quien acusó dolor cervical. Según información proporcionada por testigos a Diario Futrono, el conductor del automovil Chévrolet presentaba hálito alcohólico. El procedimiento quedó en manos de Carabineros de Futrono.",2020-02-23,accidente,0,0,1,0,0,0,0,0,0,0,0,0,NEG,0.8397750854492188,"['accidente', 'conductor', 'automóvil', 'vehículo']"
448,47741060.0,chile,diariofutrono,https://www.diariofutrono.cl/noticia/actualidad/2020/02/vehiculo-choco-contra-un-movil-estacionado-en-calle-ohiggins-de-futrono,Vehículo chocó contra un móvil estacionado en calle O´Higgins de Futrono - Diario Futrono,"A las 16:00 horas de la tarde del domingo 23 de febrero, se activó la alarma de emergencia por un accidente vehicular ocurrido en calle O´Higgins, frente al N°156. El hecho sucedió cuando un automóvil marca Chevrolet Spark, placa patente GDFK-42, se desplazaba por calle O´Higgins en dirección hacia 4 esquinas, y sobrepasó el eje de la calzada impactando de lleno a un vehículo que se encontraba estacionado. El vehículo afectado es un Kia Sorento, placa patente XR-9589, que se encontraba por una familia de 5 personas; 4 adultos y una menor de 3 años, provenientes de Santiago, quienes salieron del vehículo por sus propios medios. Al lugar llegó personal de la primera Compañía de Bomberos y ambulancia del Cesfam, quienes rescataron al conductor y único ocupante del automovil Chévrolet, el que fue trasladado hasta el centro asistencial de Futrono con lesiones de carácter reservado, así también una mujer adulta que ocupaba el móvil marca Kia, quien acusó dolor cervical. Según información proporcionada por testigos a Diario Futrono, el conductor del automovil Chévrolet presentaba hálito alcohólico. El procedimiento quedó en manos de Carabineros de Futrono.",2020-02-23,accidente,0,0,1,0,0,0,0,0,0,0,0,0,NEG,0.6932128667831421,"['accidente', 'conductor', 'automóvil', 'vehículo']"
2320,47774538.0,chile,diariolaguino,https://www.diariolaguino.cl/noticia/actualidad/2022/10/video-colision-vehicular-deja-un-fallecido-en-la-ruta-5-sur,[VIDEO] Colisión vehicular deja un fallecido en la Ruta 5-Sur - Diario Laguino,"Una colisión entre dos vehículos menores se registró en la tarde del jueves 13 de octubre en el kilómetro 829 de la Ruta 5-Sur, con el saldo de una persona fallecida. El accidente ocurrió en la vía de sur a norte, involucrando a una camioneta con un automóvil, movilizando hasta el lugar a unidades B-1 y B-3 de Bomberos de Los Lagos, Carabineros y Samu. Se constató que en el lugar falleció una persona de sexo masculino, ocupante del automóvil, en tanto una segunda persona fue rescatada del vehículo y trasladada por personal de ACHS hasta el Hospital de Los Lagos. En esos momentos el tránsito se encuentra interrumpido, a la espera de la llegada de la Siat de Carabineros. ",2022-10-13,accidente,0,1,0,0,0,0,0,0,0,0,0,0,NEG,0.935887336730957,"['accidente', 'colisión', 'automóvil', 'vehículo']"
2489,49471927.0,chile,noticiaslosrios,https://www.noticiaslosrios.cl/2023/01/18/con-lesiones-de-caracter-reservado-resultaron-motociclista-y-su-hija-tras-colisionar-con-tren-de-carga-en-antilhue/,Con lesiones de carácter reservado resultaron motociclista y su hija tras colisionar con tren de carga en Antilhue,"Con lesiones de carácter reservado resultaron un motociclista y su hija tras colisionar con un tren de carga en la localidad de Antilhue, comuna de Los Lagos. El jefe de la Tenencia de Carabineros de Máfil, teniente Cristóbal Lillo, precisó que “este miércoles personal policial se constituyó en el kilómetro 834 de la línea férrea, constatando un accidente de tránsito que involucra el tren ferroviario y una motocicleta, a raíz del cual resultaron dos personas afectadas con lesiones de carácter reservado”. Y agregó: “Del procedimiento se informó al Ministerio Público, que instruyó la concurrencia de personal especializado de la SIAT para el peritaje correspondiente”. Ambas víctimas fueron trasladadas de urgencia hasta el Hospital Base Valdivia, y Carabineros escoltó la ambulancia para agilizar el traslado.",2023-01-18,accidente,0,1,0,0,0,0,0,0,1,0,0,1,NEG,0.993471622467041,"['accidente', 'colisionar', 'accidente de tránsito', 'accidente de tránsito']"
1063,47720930.0,chile,noticiaslosrios,https://www.noticiaslosrios.cl/2021/05/15/rio-bueno-concejal-juan-union-y-su-esposa-resultaron-lesionados-en-accidente-carretero/,Río Bueno: Concejal Juan Unión y su esposa resultaron lesionados en accidente carretero,"El automóvil chocó con un caballo que estaba en la ruta, siendo el tercer accidente con animales que se produce en una semana en las carreteras de esa comuna. Con lesiones de diversa consideración resultó el concejal de Río Bueno, Juan Unión y su esposa, quienes a eso de las 21:30 horas de la noche de este viernes, se dirigían a su domicilio en la ruta Río Bueno Crucero, cuando su automóvil impactó con un caballo que estaba suelto en la ruta y cruzó corriendo la pista. Ambos lesionados fueron trasladados al hospital de Río Bueno y se encuentran fuera de peligro, en tanto que el vehículo resultó con graves daños en el impacto, pese a que el concejal manejaba a baja velocidad, según señalaron familiares. A la emergencia concurrió personal de Carabineros, Bomberos y SAMU de Río Bueno, quienes trasladaron a los afectados hasta el servicio de urgencia del hospital local.",2021-05-15,accidente,0,0,0,1,0,0,0,0,0,0,0,0,NEG,0.7176283001899719,"['accidente', 'automóvil', 'vehículo', 'lesionados']"
